type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/elevation,properties/elevation_source,properties/wind_weibull_a/0,properties/wind_weibull_a/1,properties/wind_weibull_a/2,properties/wind_weibull_a/3,properties/wind_weibull_a/4,properties/wind_weibull_a/5,properties/wind_weibull_a/6,properties/wind_weibull_a/7,properties/wind_weibull_a/8,properties/wind_weibull_a/9,properties/wind_weibull_a/10,properties/wind_weibull_a/11,properties/wind_weibull_a/12,properties/wind_weibull_a/13,properties/wind_weibull_a/14,properties/wind_weibull_a/15,properties/wind_weibull_k/0,properties/wind_weibull_k/1,properties/wind_weibull_k/2,properties/wind_weibull_k/3,properties/wind_weibull_k/4,properties/wind_weibull_k/5,properties/wind_weibull_k/6,properties/wind_weibull_k/7,properties/wind_weibull_k/8,properties/wind_weibull_k/9,properties/wind_weibull_k/10,properties/wind_weibull_k/11,properties/wind_weibull_k/12,properties/wind_weibull_k/13,properties/wind_weibull_k/14,properties/wind_weibull_k/15,properties/wind_sector_frequencies/0,properties/wind_sector_frequencies/1,properties/wind_sector_frequencies/2,properties/wind_sector_frequencies/3,properties/wind_sector_frequencies/4,properties/wind_sector_frequencies/5,properties/wind_sector_frequencies/6,properties/wind_sector_frequencies/7,properties/wind_sector_frequencies/8,properties/wind_sector_frequencies/9,properties/wind_sector_frequencies/10,properties/wind_sector_frequencies/11,properties/wind_sector_frequencies/12,properties/wind_sector_frequencies/13,properties/wind_sector_frequencies/14,properties/wind_sector_frequencies/15,properties/wind_speed_mean,properties/wind_distribution_source
Feature,Point,4.303683849257226,52.647954576420595,-22,GEBCO,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4.1,3.7,4.4,4.7,5.3,4.4,3.6,4.1,5.6,8.1,13.4,11.6,8.3,7,6.2,5.4,9.326741686502398,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.3110862514961905,52.647954576420595,-21,GEBCO,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.3,4.4,3.6,4.1,5.6,8.1,13.4,11.6,8.3,7,6.2,5.4,9.31820930357967,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.318488653735155,52.647954576420595,-20,GEBCO,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.3,4.4,3.6,4.1,5.6,8.1,13.4,11.6,8.3,7,6.2,5.4,9.31820930357967,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.32589105597412,52.647954576420595,-20,GEBCO,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.4,4.4,3.6,4.1,5.6,8.1,13.5,11.5,8.2,7.1,6.2,5.4,9.309351690173225,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.333293458213085,52.647954576420595,-20,GEBCO,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.4,4.4,3.6,4.1,5.6,8.1,13.5,11.5,8.2,7.1,6.2,5.4,9.309351690173225,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.340695860452049,52.647954576420595,-20,GEBCO,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.4,4.4,3.6,4.1,5.6,8.1,13.5,11.5,8.2,7.1,6.2,5.4,9.300494076766782,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.348098262691014,52.647954576420595,-21,GEBCO,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.4,4.4,3.6,4.1,5.6,8.1,13.5,11.5,8.2,7.1,6.2,5.4,9.300494076766782,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.355500664929979,52.647954576420595,-20,GEBCO,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.4,4.7,5.4,4.4,3.6,4.1,5.6,8.1,13.4,11.6,8.2,7.1,6.2,5.4,9.291636463360337,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.140831,52.65244615284119,-24,GEBCO,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.5,8.1,13.5,11.5,8.1,7,6.4,5.5,9.388448689569131,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.148233402238965,52.65244615284119,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.5,8.1,13.5,11.5,8.1,7,6.4,5.5,9.379591662503499,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.15563580447793,52.65244615284119,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.1630382067168945,52.65244615284119,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.170440608955859,52.65244615284119,-24,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.177843011194824,52.65244615284119,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.185245413433789,52.65244615284119,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.192647815672754,52.65244615284119,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.200050217911719,52.65244615284119,-24,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.207452620150684,52.65244615284119,-24,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.214855022389648,52.65244615284119,-22,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.222257424628613,52.65244615284119,-21,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.229659826867578,52.65244615284119,-20,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.7,5.3,4.5,3.6,4.2,5.7,7.9,13.6,11.5,8.2,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.2370622291065425,52.65244615284119,-20,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.7,5.3,4.5,3.6,4.2,5.7,7.9,13.6,11.5,8.2,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.244464631345507,52.65244615284119,-22,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.7,5.3,4.5,3.6,4.2,5.7,7.9,13.6,11.5,8.2,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.251867033584472,52.65244615284119,-24,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.6,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.259269435823437,52.65244615284119,-25,GEBCO,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.6,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.344456295593572,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.266671838062401,52.65244615284119,-24,GEBCO,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.6,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.344456295593572,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.274074240301366,52.65244615284119,-24,GEBCO,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.6,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.344456295593572,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.281476642540331,52.65244615284119,-23,GEBCO,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.335598991047984,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.288879044779296,52.65244615284119,-22,GEBCO,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.335598991047984,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.296281447018261,52.65244615284119,-22,GEBCO,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7,6.3,5.5,9.326741686502398,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.303683849257226,52.65244615284119,-22,GEBCO,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7.1,6.3,5.4,9.326741686502398,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.3110862514961905,52.65244615284119,-21,GEBCO,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4,3.6,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7.1,6.3,5.4,9.31820930357967,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.318488653735155,52.65244615284119,-21,GEBCO,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4,3.6,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.5,8.3,7.1,6.3,5.4,9.31820930357967,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.32589105597412,52.65244615284119,-19,GEBCO,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.6,8.2,7.1,6.3,5.4,9.309351690173225,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.333293458213085,52.65244615284119,-20,GEBCO,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,10.51,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.6,8.2,7.1,6.3,5.4,9.309351690173225,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.340695860452049,52.65244615284119,-20,GEBCO,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.6,8.2,7.1,6.3,5.4,9.300494076766782,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.348098262691014,52.65244615284119,-20,GEBCO,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.5,4.7,5.3,4.5,3.6,4.1,5.6,8,13.5,11.6,8.2,7.1,6.3,5.4,9.300494076766782,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.355500664929979,52.65244615284119,-21,GEBCO,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,10.49,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,4.1,3.7,4.5,4.7,5.3,4.4,3.6,4.1,5.6,8.1,13.5,11.5,8.2,7.1,6.3,5.4,9.291636463360337,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.140831,52.65693772926179,-24,GEBCO,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.5,8.1,13.5,11.5,8.1,7,6.4,5.5,9.388448689569131,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.148233402238965,52.65693772926179,-25,GEBCO,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.5,8.1,13.5,11.5,8.1,7,6.4,5.5,9.388742818321502,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.15563580447793,52.65693772926179,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.1630382067168945,52.65693772926179,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.170440608955859,52.65693772926179,-25,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.5,4.7,4.6,5.2,4.5,3.6,4.2,5.6,8,13.6,11.5,8.2,6.9,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.177843011194824,52.65693772926179,-24,GEBCO,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,10.59,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.379885513775916,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.185245413433789,52.65693772926179,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.192647815672754,52.65693772926179,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.9,3.6,4.6,4.6,5.3,4.5,3.6,4.2,5.6,8,13.6,11.5,8.1,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.200050217911719,52.65693772926179,-24,GEBCO,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.37102820923033,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.207452620150684,52.65693772926179,-23,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.214855022389648,52.65693772926179,-22,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.222257424628613,52.65693772926179,-21,GEBCO,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,10.57,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.6,4.5,4.7,5.3,4.5,3.6,4.2,5.6,7.9,13.6,11.5,8.2,7,6.3,5.5,9.362170904684744,VORTEX fdc (single Weibull distribution and sector frequencies)
Feature,Point,4.229659826867578,52.65693772926179,-20,GEBCO,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,4,3.7,4.6,4.7,5.3,4.5,3.6,4.2,5.7,7.9,13.6,11.5,8.2,7,6.3,5.5,9.353313600139158,VORTEX fdc (single Weibull distribution and sector frequencies)
